Client,Date,Change,Cumulative
Freescale,2014-10-16,1,1
Freescale,2015-10-23,1,2
Fremont Holdings,2014-07-01,2,2
Fremont Holdings,2015-07-01,-2,0
Fremont Holdings,2015-10-06,1,1
Freytag Florist,2014-08-20,3,3
Freytag Florist,2015-08-20,-3,0
G5 Investments,2014-01-07,1,1
G5 Investments,2015-01-06,1,2
G5 Investments,2015-01-07,-1,1
G5 Investments,2016-01-07,3,4
"GFD Holdings, LLC (Brandon Bolin)",2014-04-29,2,2
"GFD Holdings, LLC (Brandon Bolin)",2015-04-29,-2,0
GHI Partners,2013-09-05,1,1
GHI Partners,2014-09-05,-1,0
GST Hermanas Land and Cattle,2015-04-01,2,2
GST Hermanas Land and Cattle,2016-03-31,-2,0
Gables Residential,2014-01-07,1,1
Gables Residential,2015-01-07,-1,0
Gables Residential,2015-12-24,1,1
"Gallegos, Jim",2014-12-23,1,1
"Gallegos, Jim",2015-01-06,2,3
"Gallegos, Jim",2015-12-23,-1,2
"Gallegos, Jim",2016-01-06,-2,0
"Garvey, Jeffery C.",2014-12-23,1,1
"Garvey, Jeffery C.",2015-01-06,1,2
"Garvey, Jeffery C.",2015-12-23,-1,1
"Garvey, Jeffery C.",2016-01-07,1,2
"Gates, Terrell",2015-01-12,1,1
"Gates, Terrell",2016-01-12,-1,0
Gemini Solar Development,2014-06-27,1,1
Gemini Solar Development,2015-06-27,-1,0
Gene Burris,2014-01-07,2,2
Gene Burris,2015-01-06,2,4
Gene Burris,2016-01-06,-2,2
Gene Schneider,2015-11-07,1,1
Gene Schneider,2016-01-16,1,2
"General Aviation Avenue, LLc",2014-01-13,1,1
"General Aviation Avenue, LLc",2015-01-13,-1,0
Generational Commercial Properties,2015-10-06,1,1
Gerald Kucera,2015-01-06,1,1
Gerald Kucera,2016-01-06,-1,0
"Gilcrease, Peter",2015-06-27,2,2
Glenn Jackson,2014-01-07,2,2
Glenn Jackson,2015-01-06,1,3
Glenn Jackson,2015-01-07,-1,2
Glenn Jackson,2016-01-06,-1,1
Goodstone,2014-01-07,2,2
Goodstone,2015-01-07,-2,0
Goodstone,2016-01-07,2,2
Google,2014-01-07,2,2
Google,2014-01-09,1,3
Google,2015-01-06,1,4
Google,2015-01-07,-1,3
Google,2015-01-09,1,4
Google,2016-01-09,-1,3
Google,2016-01-13,-1,2
Goveia Commercial Real Estate,2016-01-20,2,2
Grayco Partners,2014-01-09,2,2
Grayco Partners,2014-08-29,1,3
Grayco Partners,2015-01-09,-1,2
Grayco Partners,2015-08-29,-1,1
Grayco Partners,2016-01-12,-1,0
Greater Austin Transportation,2013-06-28,1,1
Greater Austin Transportation,2014-06-28,-1,0
Greater Austin Transportation,2015-04-25,1,1
Greater Austin Transportation Co. (Yellow Cab),2014-04-25,2,2
Greater Austin Transportation Co. (Yellow Cab),2015-04-25,-2,0
Greater Mt. Zion Baptist Church,2014-07-01,1,1
Greater Mt. Zion Baptist Church,2015-07-01,-1,0
Greif Yount Partnership,2014-03-31,1,1
Greif Yount Partnership,2015-03-31,-1,0
Greystar Real Estate Partners,2016-01-09,2,2
Greystone Steiner Associates,2014-06-27,1,1
Greystone Steiner Associates,2015-06-27,-1,0
Griffin School,2015-04-24,2,2
Grubb and Ellis Realty Investors,2014-04-25,2,2
Grubb and Ellis Realty Investors,2014-06-27,1,3
Grubb and Ellis Realty Investors,2015-04-24,1,4
Grubb and Ellis Realty Investors,2015-04-25,-1,3
Grubb and Ellis Realty Investors,2015-06-27,-1,2
H-E-B,2013-12-20,1,1
H-E-B,2014-01-07,1,2
H-E-B,2014-01-09,1,3
H-E-B,2014-12-23,1,4
H-E-B,2015-01-07,-1,3
H-E-B,2015-01-09,-1,2
H-E-B,2015-04-25,1,3
H-E-B,2015-12-23,-1,2
HDI Solutions,2014-06-09,1,1
HDI Solutions,2015-06-09,-1,0
HDR,2013-10-08,1,1
HDR,2014-10-08,-1,0
HDR,2015-04-25,2,2
HNTB,2013-09-03,1,1
HNTB,2014-09-03,-1,0
HNTB,2015-08-29,3,3
HPI Real Estate and Services Investment,2013-12-20,1,1
HPI Real Estate and Services Investment,2014-01-07,1,2
HPI Real Estate and Services Investment,2014-12-20,-1,1
HPI Real Estate and Services Investment,2015-01-06,1,2
HPI Real Estate and Services Investment,2016-01-07,2,4
HSD Lakeway Holdings,2015-01-06,2,2
HSD Lakeway Holdings,2015-12-24,2,4
HSD Lakeway Holdings,2016-01-06,-2,2
Halff Associates,2014-06-09,1,1
Halff Associates,2015-06-13,1,2
Harmony Public Schools,2014-12-23,1,1
Harmony Public Schools,2016-01-07,1,2
Harmony Public Schools,2016-01-20,1,3
Harrod Properties,2013-10-01,1,1
Harrod Properties,2014-10-01,-1,0
Heiser Development,2013-10-01,1,1
Heiser Development,2014-10-01,-1,0
Henry S. Miller Realtors,2016-02-04,1,1
Highland Management,2014-01-07,1,1
Highland Management,2015-01-07,-1,0
Highland Management,2015-02-02,1,1
Highland Management,2016-01-07,2,3
Highland Management,2016-01-13,1,4
"Highland Park West, Limited",2014-04-25,2,2
"Highland Park West, Limited",2014-06-27,1,3
"Highland Park West, Limited",2015-04-25,-2,1
"Highland Park West, Limited",2015-06-27,-1,0
Hill Country Estates Homeowners Association,2015-08-18,1,1
"Hillin Jr., Robert",2014-01-03,1,1
"Hillin Jr., Robert",2015-02-02,3,4
"Hillin Jr., Robert",2016-02-02,-4,0
Hixon Properties,2013-07-09,1,1
Hixon Properties,2014-01-09,1,2
Hixon Properties,2014-07-09,-1,1
Hixon Properties,2016-01-12,-1,0
Hixon Properties,2016-03-14,1,1
Hoar Construction,2014-06-09,1,1
Hoar Construction,2015-06-09,-1,0
Home Away,2014-12-23,1,1
Home Away,2015-12-23,-1,0
Home Builders Association of Greater Austin,2015-06-10,1,1
Home Builders Association of Greater Austin,2016-01-12,3,4
Home Slice Pizza,2014-10-09,1,1
Home Slice Pizza,2015-10-09,-1,0
Home Slice Pizza,2016-03-14,1,1
HomeAway,2014-06-27,1,1
HomeAway,2015-04-24,2,3
HomeAway,2015-06-27,-1,2
Honokea Surf Parks,2015-01-12,1,1
Honokea Surf Parks,2016-01-12,-1,0
"Hoomanrad, Navid",2015-06-27,2,2
Hopper Communities,2014-10-15,1,1
Hopper Communities,2015-10-10,1,2
Horse Thief Hollow,2015-04-01,1,1
Horse Thief Hollow,2016-03-31,-1,0
"Howard and Howard Attorneys, PLLC",2014-04-25,2,2
"Howard and Howard Attorneys, PLLC",2015-04-25,-2,0
"Howard and Howard Attorneys, PLLC",2015-06-27,2,2
Hudgins Apartment Development,2014-04-25,2,2
Hudgins Apartment Development,2015-04-25,-2,0
Hughes Capital Management,2014-01-07,1,1
Hughes Capital Management,2015-01-06,3,4
Hughes Capital Management,2016-01-06,-2,2
Husch Blackwell,2014-04-25,1,1
Husch Blackwell,2015-04-25,-1,0
Hyde Park Baptist Church,2013-12-20,1,1
Hyde Park Baptist Church,2014-01-07,2,3
Hyde Park Baptist Church,2014-12-20,-1,2
Hyde Park Baptist Church,2015-01-07,-2,0
Hyde Park Baptist Church,2015-12-24,2,2
Hyde Park Baptist Church,2016-01-07,2,4
IBC Bank,2013-03-04,4,4
IBC Bank,2014-03-04,-4,0
IDEA Public Schools,2014-01-07,1,1
IDEA Public Schools,2015-01-06,2,3
IDEA Public Schools,2015-01-07,-1,2
IDEA Public Schools,2015-12-24,2,4
IDEA Public Schools,2016-01-06,-2,2
INTCO Development of Texas,2013-01-03,6,6
INTCO Development of Texas,2014-01-03,-6,0
InSinkErator,2013-10-08,1,1
InSinkErator,2014-04-24,1,2
InSinkErator,2014-10-08,-1,1
Independent Bankers Association of Texas,2016-03-24,1,1
Inland American Communites,2014-12-21,2,2
Inland American Communites,2015-12-21,-2,0
Inland Group,2014-12-23,1,1
Inland Group,2015-01-06,1,2
Inland Group,2015-12-23,-1,1
Inland Group,2016-01-06,-1,0
Insurance Auto Auctions,2014-06-27,1,1
Insurance Auto Auctions,2015-04-24,2,3
Insurance Auto Auctions,2015-06-27,1,4
"International Bank of Commerce, Laredo, Texas",2014-01-03,3,3
"International Bank of Commerce, Laredo, Texas",2015-01-03,-2,1
"International Bank of Commerce, Laredo, Texas",2015-01-13,2,3
"International Bank of Commerce, Laredo, Texas",2015-02-02,1,4
"International Bank of Commerce, Laredo, Texas",2016-01-13,2,6
"International Bank of Commerce, Laredo, Texas",2016-02-02,-2,4
Iron Rock Ranch Apts. Owner,2015-07-21,1,1
Iron Rock Ranch Apts. Owner,2016-01-09,1,2
JBS Holdings,2015-09-01,1,1
JLB Realty,2015-04-24,2,2
JLM Financial Investments,2014-07-09,1,1
JLM Financial Investments,2015-01-12,2,3
JLM Financial Investments,2015-07-09,-1,2
JLM Financial Investments,2016-01-12,-2,0
JMI,2013-10-01,1,1
JMI,2014-10-01,-1,0
JP Morgan Chase Bank,2013-02-14,1,1
JSTrain,2016-01-09,1,1
Jack Brown Family III,2014-01-03,1,1
Jack Brown Family III,2016-02-02,-1,0
Jack W. Gullahorn P.C.,2015-10-28,1,1
James Jard,2014-04-25,2,2
James Jard,2015-04-25,-2,0
James Schneider,2013-12-20,1,1
James Schneider,2014-12-20,-1,0
James Schneider,2015-12-24,1,1
James Schneider,2016-01-07,1,2
James Schoenbaum,2015-12-24,2,2
James Schoenbaum,2016-01-07,2,4
Jeff Alderson,2013-03-07,1,1
Jeff Alderson,2014-03-07,-1,0
Jeffery C. Garvey,2013-12-20,1,1
Jeffery C. Garvey,2014-01-07,1,2
Jeffery C. Garvey,2015-01-06,1,3
Jeffery C. Garvey,2015-01-07,-1,2
Jeffery C. Garvey,2015-12-23,-1,1
Jeffery C. Garvey,2016-01-06,-1,0
Jeremiah Venture,2014-04-25,2,2
Jeremiah Venture,2014-06-27,1,3
Jeremiah Venture,2015-04-25,-2,1
Jerry Bell,2014-06-27,1,1
Jerry Bell,2015-06-27,-1,0
Jewish Community Association of Austin,2013-12-20,1,1
Jewish Community Association of Austin,2014-01-07,2,3
Jewish Community Association of Austin,2014-12-20,-1,2
Jewish Community Association of Austin,2015-01-06,1,3
Jewish Community Association of Austin,2015-01-07,-1,2
Jewish Community Association of Austin,2016-01-06,-2,0
Jim Gallegos,2013-12-20,1,1
Jim Gallegos,2014-01-07,1,2
Jim Gallegos,2015-01-06,1,3
Jim Gallegos,2015-01-07,-1,2
Jim Gallegos,2015-12-23,-1,1
Jim Gallegos,2016-01-06,-1,0
John Mayes,2013-04-29,1,1
John Mayes,2014-04-29,-1,0
Johnson Development,2015-01-20,2,2
Johnson Development,2016-01-20,-2,0
Johnson Four Corners,2014-08-01,1,1
Johnson Four Corners,2015-08-01,-1,0
"Joseph Liemandt, Andra Liemandt",2014-06-27,1,1
"Joseph Liemandt, Andra Liemandt",2015-06-27,-1,0
Journeyman Construction,2013-04-30,1,1
Journeyman Construction,2014-08-20,2,3
Journeyman Construction,2015-08-20,-3,0
KB Home Central Texas Division,2015-09-12,2,2
KB Home Lone Star,2014-01-03,2,2
KB Home Lone Star,2015-01-03,-2,0
KDR Equities,2014-10-09,1,1
KDR Equities,2015-01-12,1,2
KDR Equities,2015-10-09,-1,1
KDR Equities,2015-11-07,2,3
KDR Equities,2016-01-12,-1,2
KEEP Real Estate,2014-05-04,1,1
KEEP Real Estate,2014-12-21,1,2
KEEP Real Estate,2015-05-04,-1,1
KEEP Real Estate,2015-12-21,-1,0
KIPP Austin Public School,2013-12-20,1,1
KIPP Austin Public School,2014-01-07,1,2
KIPP Austin Public School,2014-12-23,1,3
KIPP Austin Public School,2015-01-06,3,6
KIPP Austin Public School,2015-12-23,-2,4
KIPP Austin Public School,2016-01-06,-2,2
Kailey Development Partners,2014-06-27,1,1
Kailey Development Partners,2015-06-27,-1,0
Kathy Kyrish,2013-04-29,1,1
Kathy Kyrish,2014-04-29,-1,0
"Keating, Pat",2016-01-20,1,1
Kenneth Gorence,2014-08-20,2,2
Kenneth Gorence,2015-08-20,-2,0
Kerbey Lane Cafe,2011-08-17,2,2
Kerbey Lane Cafe,2012-08-16,-2,0
Kevin Tarr,2014-06-27,1,1
Kevin Tarr,2015-06-27,-1,0
"Keyes, Mary Alice",2011-08-17,3,3
"Keyes, Mary Alice",2012-08-16,-3,0
"Khosravian, Dr. Pejman",2014-08-20,1,1
"Khosravian, Dr. Pejman",2015-08-20,-1,0
Kitchell Development,2013-01-03,8,8
Kitchell Development,2014-01-03,-7,1
Kitchell Development,2015-02-02,2,3
Kitchell Development,2016-01-13,1,4
Kitchell Development,2016-02-02,-2,2
Koontz-McCombs,2011-05-10,4,4
Koontz-McCombs,2012-05-09,-4,0
Kronos,2015-06-13,2,2
LTBS 2222,2014-08-01,1,1
LYND,2015-10-15,1,1
LYND,2015-11-07,1,2
LYND,2016-01-16,1,3
La V Restaurant,2014-08-01,1,1
La V Restaurant,2015-08-01,-1,0
Lakeline Corner Partners,2016-01-20,1,1
Lampros Moumouris,2014-06-27,1,1
Lampros Moumouris,2015-06-27,-1,0
Lampting,2015-02-02,3,3
Lampting,2016-01-13,2,5
Lampting,2016-02-02,-3,2
Ledcor Properties Company,2013-10-07,1,1
Ledcor Properties Company,2014-10-15,3,4
Ledcor Properties Company,2015-10-10,1,5
Ledcor Properties Company,2015-10-15,-3,2
Legend Communities,2014-12-21,2,2
Legend Communities,2015-07-15,1,3
Legend Communities,2015-12-21,-2,1
Lennar Homes,2014-01-16,1,1
Lennar Homes,2015-01-16,-1,0
Lica Pinkston,2013-01-03,2,2
Lica Pinkston,2014-01-03,-2,0
"Liemandt, Joseph and Andra",2011-08-17,1,1
"Liemandt, Joseph and Andra",2012-08-16,-1,0
"Liemandt, Joseph and Andra",2015-04-24,1,1
"Liemandt, Joseph and Andra",2015-06-27,1,2
Life Austin,2016-01-09,2,2
Lincoln Clean Energy,2015-10-23,2,2
Lincoln Property Company,2013-10-07,1,1
Lincoln Property Company,2014-10-07,-1,0
Linda Moody,2014-01-07,1,1
Linda Moody,2015-01-06,1,2
Linda Moody,2015-01-07,-1,1
Linda Moody,2016-01-07,1,2
Lippincott Capital,2014-04-25,2,2
Lippincott Capital,2015-04-25,-2,0
Liz Lambert,2013-12-20,1,1
Liz Lambert,2014-01-07,1,2
Liz Lambert,2014-12-23,1,3
Liz Lambert,2015-01-06,3,6
Liz Lambert,2015-12-23,-2,4
Liz Lambert,2016-01-06,-4,0
"Logan, Ellen Anderson",2013-01-03,3,3
"Logan, Ellen Anderson",2014-01-03,-3,0
"Logan, Ellen Anderson",2015-02-02,2,2
"Logan, Ellen Anderson",2016-02-02,-2,0
Lone Star Cab Company,2011-04-21,1,1
Lone Star Cab Company,2012-04-20,-1,0
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2013-04-29,1,1
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2014-08-05,2,3
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2015-01-13,2,5
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2015-06-25,-1,4
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2015-08-05,-2,2
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2016-01-13,-2,0
Lone Star Rail District (Austin-San Antonio Commuter Rail District),2016-02-04,1,1
"Lorenz, Perry",2011-08-17,3,3
"Lorenz, Perry",2012-08-16,-3,0
"Lorenz, Perry",2015-02-02,1,1
"Lorenz, Perry",2016-02-02,-1,0
Lost Creek Neighborhood Assoc,2014-06-27,1,1
Lost Creek Neighborhood Assoc,2015-06-27,-1,0
Lyda Family Trust,2013-01-10,1,1
Lyda Family Trust,2014-01-10,-1,0
Lyft,2014-04-24,2,2
Lyft,2015-04-24,-2,0
M.J. Investments,2013-03-07,1,1
M.J. Investments,2014-03-07,-1,0
MBC Engineers,2013-10-28,1,1
MBC Engineers,2014-10-28,-1,0
MBC Engineers,2015-11-07,2,2
MBC Engineers,2016-01-16,2,4
MKKN Development,2013-04-29,1,1
MKKN Development,2014-04-29,-1,0
MTG Management,2014-04-25,1,1
MTG Management,2015-06-27,1,2
MU 13,2010-12-16,5,5
MU 13,2011-12-16,-5,0
MWH Constructors,2014-10-16,2,2
MWH Constructors,2015-10-16,-1,1
Maderone Ventures,2014-08-20,3,3
Maderone Ventures,2015-08-20,-3,0
Magellan Development Group,2013-12-20,1,1
Magellan Development Group,2014-01-07,1,2
Magellan Development Group,2014-12-23,1,3
Magellan Development Group,2015-01-06,1,4
Magellan Development Group,2015-12-23,-2,2
Magellan Development Group,2016-01-06,-1,1
Magellan Development Group,2016-01-07,1,2
Magnolia Montessori for all,2014-01-07,2,2
Magnolia Montessori for all,2015-01-06,2,4
Magnolia Montessori for all,2015-01-20,2,6
Magnolia Montessori for all,2016-01-06,-4,2
Magnolia Montessori for all,2016-01-20,-2,0
Makar Development - Waters Edge,2014-08-01,1,1
Makar Development - Waters Edge,2015-01-06,1,2
Makar Development - Waters Edge,2015-08-01,-1,1
Makar Development - Waters Edge,2016-01-06,-1,0
Makar Properties,2015-01-06,1,1
Makar Properties,2016-01-06,-1,0
Manchester Financial Group,2014-01-09,1,1
Manchester Financial Group,2014-08-29,1,2
Manchester Financial Group,2015-01-09,-1,1
Manchester Financial Group,2015-07-15,1,2
Manchester Financial Group,2015-08-29,-1,1
Manchester Financial Group,2016-01-09,1,2
Manchester Texas Financial Group,2016-01-12,1,1
Manoj Saxena,2015-01-06,2,2
Manoj Saxena,2015-12-24,2,4
Manoj Saxena,2016-01-06,-2,2
Marcus Whitfield,2015-06-27,2,2
Margaret Scarbrough Wilson,2013-01-03,2,2
Margaret Scarbrough Wilson,2014-01-03,-2,0
Mariposa Montessori,2014-10-09,1,1
Mariposa Montessori,2015-10-09,-1,0
Mark Cathcart,2013-10-07,3,3
Mark Cathcart,2014-10-07,-2,1
Mark Cathcart,2014-10-15,1,2
Mark Cathcart,2015-10-15,-2,0
Marval Property Investments,2014-03-31,1,1
Marval Property Investments,2015-03-31,-1,0
Marvin Petzolt,2013-07-23,1,1
Marvin Petzolt,2014-07-23,-1,0
Masterplan,2015-09-05,2,2
"McCullough, Todd",2014-01-07,1,1
"McCullough, Todd",2015-01-06,1,2
"McCullough, Todd",2015-12-24,2,4
"McCullough, Todd",2016-01-07,2,6
McDonalds,2013-08-20,2,2
McDonalds,2014-08-20,-2,0
McDonalds,2016-02-04,1,1
McShane Development,2013-10-01,1,1
McShane Development,2014-10-01,-1,0
Megabus Southwest,2015-10-15,1,1
Megabus Southwest,2015-11-07,1,2
Meredith Family Revocable Trust,2013-12-20,1,1
Meredith Family Revocable Trust,2014-01-07,1,2
Meredith Family Revocable Trust,2014-12-20,-1,1
Meredith Family Revocable Trust,2015-01-06,2,3
Meredith Family Revocable Trust,2015-12-24,1,4
Meredith Family Revocable Trust,2016-01-06,-2,2
"Messier, David M.",2015-04-25,2,2
Met Center,2013-01-03,2,2
Met Center,2014-01-03,2,4
Met Center,2014-03-31,2,6
Met Center,2015-01-03,-4,2
Met Center,2015-03-31,-2,0
Michael J. McGinnis,2013-02-14,1,1
Michael J. McGinnis,2015-08-01,-1,0
"Middleton, David",2014-12-23,1,1
"Middleton, David",2015-12-24,1,2
"Middleton, David",2016-01-07,2,4
Milestone Community Builders,2014-03-31,2,2
Milestone Community Builders,2015-03-31,-2,0
Mill Creek Residential Trust,2014-06-27,1,1
Mill Creek Residential Trust,2015-06-27,-1,0
Miller Uniform,2014-08-20,3,3
Miller Uniform,2015-08-20,-3,0
"Miller, John Calhoun",2011-08-17,2,2
"Miller, John Calhoun",2012-08-16,-2,0
Mission Homes,2013-04-29,1,1
Mission Homes,2014-04-29,-1,0
Morgan Group,2013-01-10,1,1
Morgan Group,2013-10-01,1,2
Morgan Group,2014-01-10,-1,1
Morgan Group,2014-10-01,-1,0
Mr. Irish Properties,2015-07-21,1,1
Mr. Tramps Bar and Tavern,2014-05-02,2,2
Mr. Tramps Bar and Tavern,2015-05-02,-2,0
Munsch Hardt Kopf and Harr,2013-03-07,1,1
Munsch Hardt Kopf and Harr,2014-03-07,-1,0
Mustaquali Momin/Thaxton Properties,2014-03-31,1,1
Mustaquali Momin/Thaxton Properties,2015-03-31,-1,0
"Myers, B.J., DDS",2015-02-13,1,1
"Myers, B.J., DDS",2016-02-13,-1,0
NEC Corportation of America,2015-06-13,2,2
Neal Richards Group,2013-10-08,1,1
Neal Richards Group,2014-10-16,1,2
Neal Richards Group,2015-10-16,-2,0
Neans Investments,2014-08-01,1,1
Neans Investments,2015-08-01,-1,0
"Nelsen, Brad",2014-12-23,1,1
"Nelsen, Brad",2015-01-06,1,2
"Nelsen, Brad",2015-12-23,-1,1
"Nelsen, Brad",2015-12-24,2,3
"Nelsen, Brad",2016-01-06,-1,2
"Nelson, Brad",2014-01-07,1,1
"Nelson, Brad",2014-12-23,1,2
"Nelson, Brad",2015-01-06,1,3
"Nelson, Brad",2015-12-23,-1,2
"Nelson, Brad",2016-01-06,-2,0
North American Title Group,2015-04-25,1,1
North Austin MUD No. 1,2013-10-08,1,1
North Austin MUD No. 1,2013-12-20,1,2
North Austin MUD No. 1,2014-01-07,1,3
North Austin MUD No. 1,2014-10-16,1,4
North Austin MUD No. 1,2015-01-06,2,6
North Austin MUD No. 1,2015-01-07,-1,5
North Austin MUD No. 1,2015-10-16,-2,3
North Austin MUD No. 1,2015-12-23,-1,2
North Austin MUD No. 1,2016-01-06,-2,0
North Austin Municipal Utility District No. 1,2014-12-23,1,1
North Austin Municipal Utility District No. 1,2015-12-24,1,2
Northrop Grumman,2013-06-18,1,1
Northrop Grumman,2014-06-18,-1,0
Northrop Grumman,2015-06-13,1,1
Northtown MUD,2014-10-16,1,1
Northtown MUD,2015-10-23,1,2
Oden Hughes,2013-10-07,1,1
Oden Hughes,2014-10-15,2,3
Oden Hughes,2015-01-12,2,5
Oden Hughes,2015-07-15,1,6
Oden Hughes,2015-10-15,-2,4
Oden Hughes,2016-01-12,-2,2
Onion Associates,2014-01-07,1,1
Onion Associates,2015-01-07,-1,0
Onion Associates,2016-01-07,2,2
Oportun,2015-07-21,2,2
Oracle America,2013-06-18,1,1
Oracle America,2015-06-09,-1,0
Oracle America,2015-12-24,1,1
Orangestone Bluegrass,2013-12-20,1,1
Orangestone Bluegrass,2014-01-07,1,2
Orangestone Bluegrass,2014-12-20,-1,1
Orangestone Bluegrass,2015-01-06,1,2
Orangestone Bluegrass,2016-01-06,-2,0
Osten Hall,2015-01-12,2,2
Osten Hall,2015-10-15,1,3
Osten Hall,2015-11-07,1,4
Osten Hall,2016-01-12,-1,3
P&S Investments I,2013-12-20,1,1
P&S Investments I,2014-12-23,1,2
P&S Investments I,2015-12-23,-2,0
P&S Investments I,2016-01-07,4,4
PPF AMLI Covered Bridge Drive,2015-04-01,2,2
PPF AMLI Covered Bridge Drive,2016-03-31,-2,0
PRJ Development,2014-03-31,1,1
PRJ Development,2016-03-31,-1,0
PSW Real Estate,2014-05-02,2,2
PSW Real Estate,2014-07-23,3,5
PSW Real Estate,2015-05-02,-2,3
PSW Real Estate,2015-07-23,-3,0
Pacifica Host Hotels,2014-04-25,2,2
Pacifica Host Hotels,2015-04-25,-2,0
"Pacitti, Chris",2014-12-23,1,1
"Pacitti, Chris",2015-01-06,1,2
"Pacitti, Chris",2015-12-23,-1,1
"Pahala Ventures, LLC dba Austin Emergency Center",2015-07-21,2,2
Paz Doty,2014-04-25,1,1
Paz Doty,2015-04-25,-1,0
Pearson Place at Avery Ranch,2014-08-01,1,1
Pearson Place at Avery Ranch,2015-08-01,-1,0
Pecan Street Association,2014-10-09,1,1
Pecan Street Association,2015-01-12,1,2
Pecan Street Association,2015-10-15,1,3
Pecan Street Association,2016-01-12,-1,2
Pegalo Properties,2015-01-12,1,1
Pegalo Properties,2016-01-12,-1,0
Permit Partners,2013-04-29,1,1
Permit Partners,2014-04-29,-1,0
Perry Estates,2013-10-07,2,2
Perry Estates,2014-10-07,-2,0
Perry Estates,2015-04-25,1,1
Peter Gilcrease,2014-04-25,2,2
Peter Gilcrease,2015-04-25,-2,0
Pfizer,2016-02-05,1,1
"Pinkston, Lica",2013-01-03,2,2
"Pinkston, Lica",2014-01-03,-2,0
"Pinkston, Lica",2015-02-02,2,2
"Pinkston, Lica",2016-01-13,1,3
"Pinkston, Lica",2016-02-02,-1,2
Pitney Bowes,2014-06-09,1,1
Pitney Bowes,2015-06-09,-1,0
Pohl Partners,2016-01-12,1,1
Post Paggi,2013-07-09,1,1
Post Paggi,2014-01-09,2,3
Post Paggi,2014-07-09,-1,2
Post Paggi,2015-01-09,-1,1
Post Paggi,2016-01-12,-1,0
PowerFin Texas Solar Projects,2015-01-12,1,1
PowerFin Texas Solar Projects,2016-01-12,-1,0
Premier Parking Enforcement,2015-04-24,1,1
Prevarian Hospital Partners,2011-08-17,3,3
Prevarian Hospital Partners,2012-08-16,-3,0
Prevarian Hospital Partners,2014-04-25,1,1
Qualico,2014-01-07,1,1
Qualico,2015-01-07,-1,0
Qualico,2016-01-07,2,2
Quest Tower View,2014-03-31,2,2
Quest Tower View,2015-03-31,-2,0
REIT Management,2014-01-07,3,3
REIT Management,2015-01-07,-3,0
RJMadden,2015-10-15,1,1
RJMadden,2015-11-07,1,2
RKS Texas Investments,2013-07-18,1,1
RKS Texas Investments,2015-07-18,-1,0
Radec Management,2011-08-17,3,3
Radec Management,2012-08-16,-3,0
Radec Management,2014-04-25,2,2
Radec Management,2015-04-25,-1,1
Radisson Hotel,2014-01-16,1,1
Radisson Hotel,2015-01-06,3,4
Radisson Hotel,2015-01-16,-1,3
Radisson Hotel,2016-01-06,-2,1
Radisson Hotel,2016-01-07,1,2
Radisson Hotel,2016-01-20,2,4
"Radtke, Lorin",2014-07-09,1,1
"Radtke, Lorin",2015-07-09,-1,0
Ralph McElroy Company,2016-03-14,1,1
Randy Wilson,2013-12-20,1,1
Randy Wilson,2014-12-20,-1,0
Randy Wilson,2015-01-06,2,2
Randy Wilson,2015-12-24,2,4
Randy Wilson,2016-01-06,-2,2
Reagan National Advertising,2013-10-01,1,1
Reagan National Advertising,2014-06-27,1,2
Reagan National Advertising,2014-10-01,-1,1
Reagan National Advertising,2015-01-08,2,3
Reagan National Advertising,2015-04-24,2,5
Reagan National Advertising,2015-06-27,-1,4
Reagan National Advertising,2016-01-08,-2,2
Recurrent Energy,2015-04-24,1,1
Red Bluff Partners,2014-09-04,1,1
Red Bluff Partners,2015-09-04,-1,0
Red Stone Construction,2015-06-13,1,1
RedLeaf Properties,2012-03-09,3,3
RedLeaf Properties,2013-03-09,-3,0
RedLeaf Properties,2013-04-29,1,1
RedLeaf Properties,2014-04-29,-1,0
RedLeaf Properties,2016-01-09,1,1
Regents School of Austin,2013-01-10,1,1
Regents School of Austin,2013-10-01,1,2
Regents School of Austin,2014-01-10,-1,1
Regents School of Austin,2014-10-01,-1,0
Republic Services,2014-02-03,1,1
Republic Services,2015-02-03,-1,0
Republic Services of Austin,2014-08-29,1,1
Republic Services of Austin,2015-01-12,2,3
Republic Services of Austin,2015-08-29,-1,2
Republic Services of Austin,2016-01-12,-2,0
Republic Services of Austin,2016-02-23,1,1
"Rice, Robert",2014-01-07,1,1
"Rice, Robert",2015-01-07,-1,0
"Rice, Robert",2015-12-24,1,1
"Rice, Robert",2016-01-07,2,3
Rick Sheldon Real Estate,2014-03-31,2,2
Rick Sheldon Real Estate,2015-03-31,-2,0
Riddell Family,2014-01-07,1,1
Riddell Family,2015-01-06,1,2
Riddell Family,2016-01-06,-2,0
River Place Municipal Utility District,2013-07-01,4,4
River Place Municipal Utility District,2014-07-01,-4,0
Riverside Homes/Scott Turner,2014-03-31,1,1
Riverside Homes/Scott Turner,2015-04-01,1,2
Riverside Homes/Scott Turner,2016-03-31,-2,0
Riverside Resources,2013-01-03,2,2
Riverside Resources,2014-01-03,-2,0
